league,season,team,wins,losses,games,scored,allowed,close_wins,close_losses,close_games
NBA,1980,Houston Rockets,40,42,82,8878,8851,12,14,26
NBA,1980,Milwaukee Bucks,60,22,82,9276,8680,7,5,12
NBA,1980,Chicago Bulls,45,37,82,8937,8775,7,7,14
NBA,1981,Boston Celtics,63,19,82,9180,8657,13,4,17
NBA,1981,Brooklyn Nets,44,38,82,8746,8690,6,8,14
NBA,1981,Denver Nuggets,46,36,82,10371,10328,7,5,12
NBA,1981,Detroit Pistons,39,43,82,9112,9187,8,8,16
NBA,1981,Indiana Pacers,35,47,82,8379,8532,10,6,16
NBA,1981,Los Angeles Lakers,57,25,82,9400,9001,13,7,20
NBA,1981,Philadelphia 76ers,58,24,82,9119,8649,9,7,16
NBA,1981,Portland Trailblazers,42,40,82,9006,8957,6,9,15
NBA,1981,Sacramento Kings,30,52,82,8785,9039,8,4,12
NBA,1981,Utah Jazz,25,57,82,9094,9558,3,7,10
NBA,1981,Atlanta Hawks,42,40,82,8281,8237,7,9,16
NBA,1981,Chicago Bulls,34,48,82,8743,8909,7,15,22
NBA,1981,Dallas Mavericks,28,54,82,8575,8938,9,8,17
NBA,1981,Golden State Warriors,45,37,82,9092,9007,10,7,17
NBA,1981,Los Angeles Clippers,17,65,82,8896,9502,4,10,14
NBA,1981,Milwaukee Bucks,55,27,82,8890,8441,6,9,15
NBA,1981,New York Knicks,33,49,82,8707,8926,9,12,21
NBA,1981,Oklahoma City Thunder,52,30,82,8795,8456,12,8,20
NBA,1981,San Antonio Spurs,48,34,82,9272,9083,4,3,7
NBA,1981,Houston Rockets,46,36,82,8680,8683,14,10,24
NBA,1981,Phoenix Suns,46,36,82,8705,8422,9,9,18
NBA,1981,Washington Wizards,43,39,82,8485,8413,10,10,20
NBA,1981,Cleveland Cavaliers,15,67,82,8463,9161,4,13,17
NBA,1982,Brooklyn Nets,49,33,82,8672,8445,6,7,13
NBA,1982,Cleveland Cavaliers,23,59,82,7964,8574,8,3,11
NBA,1982,Denver Nuggets,45,37,82,10105,10054,2,3,5
NBA,1982,Detroit Pistons,37,45,82,9239,9272,6,8,14
NBA,1982,Indiana Pacers,20,62,82,8911,9391,6,8,14
NBA,1982,Los Angeles Clippers,25,57,82,8903,9299,2,8,10
NBA,1982,Los Angeles Lakers,58,24,82,9433,8978,13,5,18
NBA,1982,New York Knicks,44,38,82,8198,7997,7,7,14
NBA,1982,Oklahoma City Thunder,48,34,82,9019,8756,9,11,20
NBA,1982,Sacramento Kings,45,37,82,9328,9209,9,4,13
NBA,1982,Utah Jazz,30,52,82,8938,9282,2,7,9
NBA,1982,Atlanta Hawks,43,39,82,8335,8413,9,2,11
NBA,1982,Chicago Bulls,28,54,82,9102,9503,6,10,16
NBA,1982,Dallas Mavericks,38,44,82,9243,9277,7,11,18
NBA,1982,Golden State Warriors,30,52,82,8908,9205,4,7,11
NBA,1982,Milwaukee Bucks,51,31,82,8740,8379,7,7,14
NBA,1982,Philadelphia 76ers,65,17,82,9191,8562,7,4,11
NBA,1982,San Antonio Spurs,53,29,82,9375,9075,13,9,22
NBA,1982,Houston Rockets,14,68,82,8145,9096,8,8,16
NBA,1982,Phoenix Suns,53,29,82,8776,8361,4,10,14
NBA,1982,Boston Celtics,56,26,82,9191,8752,7,4,11
NBA,1982,Washington Wizards,42,40,82,8134,8145,11,11,22
NBA,1982,Portland Trailblazers,46,36,82,8808,8633,6,5,11
NBA,1983,Brooklyn Nets,45,37,82,9019,8929,11,6,17
NBA,1983,Cleveland Cavaliers,28,54,82,8386,8735,5,8,13
NBA,1983,Denver Nuggets,38,44,82,10147,10237,8,10,18
NBA,1983,Detroit Pistons,49,33,82,9602,9308,11,9,20
NBA,1983,Milwaukee Bucks,50,32,82,8666,8325,5,6,11
NBA,1983,Oklahoma City Thunder,42,40,82,8865,8879,6,7,13
NBA,1983,Philadelphia 76ers,52,30,82,8838,8658,12,6,18
NBA,1983,Portland Trailblazers,48,34,82,9277,8986,8,7,15
NBA,1983,Sacramento Kings,38,44,82,9023,9144,11,10,21
NBA,1983,Atlanta Hawks,40,42,82,8321,8427,10,7,17
NBA,1983,Chicago Bulls,27,55,82,8501,8926,5,12,17
NBA,1983,Dallas Mavericks,43,39,82,9052,9017,13,12,25
NBA,1983,Golden State Warriors,37,45,82,9008,9287,16,8,24
NBA,1983,Houston Rockets,29,53,82,9071,9324,5,6,11
NBA,1983,Indiana Pacers,26,56,82,8566,8961,7,11,18
NBA,1983,Los Angeles Clippers,30,52,82,9077,9344,5,7,12
NBA,1983,New York Knicks,47,35,82,8763,8448,5,12,17
NBA,1983,Utah Jazz,45,37,82,9428,9335,9,6,15
NBA,1983,San Antonio Spurs,37,45,82,9862,9884,6,10,16
NBA,1983,Phoenix Suns,41,41,82,9101,9028,4,7,11
NBA,1983,Boston Celtics,62,20,82,9194,8656,9,4,13
NBA,1983,Washington Wizards,35,47,82,8423,8660,8,9,17
NBA,1983,Los Angeles Lakers,54,28,82,9478,9170,6,5,11
NBA,1984,Brooklyn Nets,42,40,82,8975,8956,9,7,16
NBA,1984,Chicago Bulls,38,44,82,8916,8985,11,7,18
NBA,1984,Detroit Pistons,46,36,82,9508,9304,6,10,16
NBA,1984,Golden State Warriors,22,60,82,9052,9654,6,7,13
NBA,1984,Oklahoma City Thunder,31,51,82,8376,8822,8,6,14
NBA,1984,Philadelphia 76ers,58,24,82,9261,8925,11,5,16
NBA,1984,Atlanta Hawks,34,48,82,8743,8862,6,12,18
NBA,1984,Cleveland Cavaliers,36,46,82,8903,9129,9,5,14
NBA,1984,Dallas Mavericks,44,38,82,9116,8938,6,8,14
NBA,1984,Denver Nuggets,52,30,82,9841,9641,10,7,17
NBA,1984,Indiana Pacers,22,60,82,8879,9388,5,13,18
NBA,1984,Milwaukee Bucks,59,23,82,9090,8528,8,8,16
NBA,1984,New York Knicks,24,58,82,8627,9007,8,10,18
NBA,1984,Sacramento Kings,31,51,82,9413,9632,4,9,13
NBA,1984,San Antonio Spurs,41,41,82,9412,9337,6,10,16
NBA,1984,Utah Jazz,41,41,82,8937,8946,9,5,14
NBA,1984,Houston Rockets,48,34,82,9118,8977,9,4,13
NBA,1984,Los Angeles Lakers,62,20,82,9696,9093,5,9,14
NBA,1984,Phoenix Suns,36,46,82,8858,9031,6,4,10
NBA,1984,Portland Trailblazers,42,40,82,9469,9190,2,7,9
NBA,1984,Washington Wizards,40,42,82,8655,8677,8,5,13
NBA,1984,Boston Celtics,63,19,82,9412,8867,7,4,11
NBA,1984,Los Angeles Clippers,31,51,82,8784,9152,8,5,13
NBA,1985,Atlanta Hawks,50,32,82,8906,8712,8,3,11
NBA,1985,Brooklyn Nets,39,43,82,8949,9112,5,6,11
NBA,1985,Chicago Bulls,30,52,82,8962,9274,6,4,10
NBA,1985,Detroit Pistons,46,36,82,9363,9267,12,5,17
NBA,1985,Golden State Warriors,30,52,82,9299,9582,7,8,15
NBA,1985,Portland Trailblazers,40,42,82,9436,9349,7,6,13
NBA,1985,Sacramento Kings,37,45,82,8924,9176,7,8,15
NBA,1985,Utah Jazz,42,40,82,8871,8901,11,5,16
NBA,1985,Cleveland Cavaliers,29,53,82,8836,9071,3,9,12
NBA,1985,Dallas Mavericks,44,38,82,9453,9363,6,7,13
NBA,1985,Denver Nuggets,47,35,82,9410,9303,9,5,14
NBA,1985,Indiana Pacers,26,56,82,8519,8792,1,7,8
NBA,1985,Los Angeles Clippers,32,50,82,8907,9475,7,6,13
NBA,1985,Milwaukee Bucks,57,25,82,9390,8649,4,10,14
NBA,1985,New York Knicks,23,59,82,8094,8554,3,5,8
NBA,1985,San Antonio Spurs,35,47,82,9120,9272,4,10,14
NBA,1985,Houston Rockets,51,31,82,9379,9165,5,5,10
NBA,1985,Phoenix Suns,32,50,82,9023,9268,7,7,14
NBA,1985,Boston Celtics,67,15,82,9359,8587,5,5,10
NBA,1985,Philadelphia 76ers,54,28,82,9051,8858,10,6,16
NBA,1985,Washington Wizards,39,43,82,8442,8590,10,5,15
NBA,1985,Oklahoma City Thunder,31,51,82,8564,8572,4,12,16
NBA,1985,Los Angeles Lakers,62,20,82,9618,8983,7,4,11
NBA,1986,Boston Celtics,59,23,82,9237,8692,5,9,14
NBA,1986,Brooklyn Nets,24,58,82,8893,9307,4,9,13
NBA,1986,Dallas Mavericks,55,27,82,9567,9050,8,4,12
NBA,1986,Denver Nuggets,37,45,82,9569,9640,7,9,16
NBA,1986,Detroit Pistons,52,30,82,9118,8836,12,6,18
NBA,1986,Philadelphia 76ers,45,37,82,8729,8745,9,11,20
NBA,1986,Phoenix Suns,36,46,82,9111,9311,9,3,12
NBA,1986,Portland Trailblazers,49,33,82,9667,9410,7,5,12
NBA,1986,Sacramento Kings,29,53,82,9095,9359,7,9,16
NBA,1986,Atlanta Hawks,57,25,82,9024,8431,6,7,13
NBA,1986,Cleveland Cavaliers,31,51,82,8558,8871,10,6,16
NBA,1986,Golden State Warriors,42,40,82,9188,9380,9,6,15
NBA,1986,Houston Rockets,42,40,82,8765,8683,5,3,8
NBA,1986,Indiana Pacers,41,41,82,8698,8751,8,4,12
NBA,1986,Los Angeles Clippers,12,70,82,8566,9503,2,6,8
NBA,1986,Milwaukee Bucks,50,32,82,9052,8731,4,7,11
NBA,1986,New York Knicks,24,58,82,8508,9022,5,9,14
NBA,1986,Oklahoma City Thunder,39,43,82,9325,9287,5,8,13
NBA,1986,San Antonio Spurs,28,54,82,8882,9300,3,9,12
NBA,1986,Utah Jazz,44,38,82,8844,8811,10,3,13
NBA,1986,Chicago Bulls,40,42,82,8596,8523,5,16,21
NBA,1986,Washington Wizards,42,40,82,8690,8802,8,4,12
NBA,1986,Los Angeles Lakers,65,17,82,9656,8893,6,1,7
NBA,1987,Atlanta Hawks,50,32,82,8844,8549,10,11,21
NBA,1987,Boston Celtics,57,25,82,9315,8828,9,2,11
NBA,1987,Brooklyn Nets,19,63,82,8235,8900,3,10,13
NBA,1987,Dallas Mavericks,53,29,82,8960,8602,5,5,10
NBA,1987,Denver Nuggets,54,28,82,9573,9239,5,3,8
NBA,1987,Detroit Pistons,54,28,82,8957,8533,5,8,13
NBA,1987,Houston Rockets,46,36,82,8935,8821,3,6,9
NBA,1987,Los Angeles Lakers,62,20,82,9250,8771,9,6,15
NBA,1987,Philadelphia 76ers,36,46,82,8667,8785,3,11,14
NBA,1987,Portland Trailblazers,53,29,82,9518,9147,8,4,12
NBA,1987,Sacramento Kings,24,58,82,8855,9327,10,7,17
NBA,1987,Chicago Bulls,50,32,82,8609,8330,10,10,20
NBA,1987,Golden State Warriors,20,62,82,8771,9453,6,10,16
NBA,1987,Indiana Pacers,38,44,82,8581,8646,11,9,20
NBA,1987,Los Angeles Clippers,17,65,82,8103,8949,7,5,12
NBA,1987,Milwaukee Bucks,42,40,82,8697,8653,9,8,17
NBA,1987,Oklahoma City Thunder,44,38,82,9135,8966,9,6,15
NBA,1987,San Antonio Spurs,31,51,82,9314,9714,8,5,13
NBA,1987,Utah Jazz,47,35,82,8899,8597,7,9,16
NBA,1987,Washington Wizards,38,44,82,8653,8716,5,7,12
NBA,1987,New York Knicks,38,44,82,8655,8695,11,9,20
NBA,1987,Phoenix Suns,28,54,82,8901,9268,4,6,10
NBA,1987,Cleveland Cavaliers,42,40,82,8566,8504,9,9,18
NBA,1988,Boston Celtics,42,40,82,8958,8863,5,7,12
NBA,1988,Brooklyn Nets,26,56,82,8506,9027,7,8,15
NBA,1988,Charlotte Hornets,20,62,82,8566,9265,9,4,13
NBA,1988,Chicago Bulls,47,35,82,8726,8608,9,4,13
NBA,1988,Dallas Mavericks,38,44,82,8484,8583,6,9,15
NBA,1988,Denver Nuggets,44,38,82,9675,9536,7,9,16
NBA,1988,Indiana Pacers,28,54,82,8767,9109,6,9,15
NBA,1988,Philadelphia 76ers,46,36,82,9174,9051,9,5,14
NBA,1988,Portland Trailblazers,39,43,82,9395,9275,4,11,15
NBA,1988,Utah Jazz,51,31,82,8588,8176,6,7,13
NBA,1988,Detroit Pistons,63,19,82,8740,8264,6,4,10
NBA,1988,Golden State Warriors,43,39,82,9558,9583,5,6,11
NBA,1988,Houston Rockets,45,37,82,8897,8819,9,10,19
NBA,1988,Miami Heat,15,67,82,8016,8937,8,4,12
NBA,1988,Milwaukee Bucks,49,33,82,8932,8636,1,7,8
NBA,1988,Oklahoma City Thunder,47,35,82,9196,8958,9,7,16
NBA,1988,San Antonio Spurs,21,61,82,8652,9249,2,6,8
NBA,1988,Washington Wizards,40,42,82,8879,9056,8,5,13
NBA,1988,Atlanta Hawks,52,30,82,9102,8699,10,9,19
NBA,1988,New York Knicks,52,30,82,9567,9258,8,7,15
NBA,1988,Sacramento Kings,27,55,82,8651,9106,7,6,13
NBA,1988,Cleveland Cavaliers,57,25,82,8923,8300,6,7,13
NBA,1988,Los Angeles Lakers,57,25,82,9406,8818,9,7,16
NBA,1988,Phoenix Suns,55,27,82,9727,9096,5,4,9
NBA,1988,Los Angeles Clippers,21,61,82,8712,9525,8,7,15
NBA,1989,Atlanta Hawks,41,41,82,8901,8817,5,3,8
NBA,1989,Boston Celtics,52,30,82,9023,8696,7,4,11
NBA,1989,Charlotte Hornets,19,63,82,8232,8873,5,5,10
NBA,1989,Chicago Bulls,55,27,82,8977,8710,8,7,15
NBA,1989,Dallas Mavericks,47,35,82,8384,8378,7,3,10
NBA,1989,Detroit Pistons,59,23,82,8556,8057,6,4,10
NBA,1989,Los Angeles Clippers,30,52,82,8509,8787,6,9,15
NBA,1989,Miami Heat,18,64,82,8247,9044,4,7,11
NBA,1989,Oklahoma City Thunder,41,41,82,8769,8684,5,6,11
NBA,1989,Phoenix Suns,54,28,82,9423,8841,6,5,11
NBA,1989,Portland Trailblazers,59,23,82,9365,8847,7,6,13
NBA,1989,Utah Jazz,55,27,82,8760,8367,8,3,11
NBA,1989,Denver Nuggets,43,39,82,9397,9281,9,4,13
NBA,1989,Golden State Warriors,37,45,82,9534,9791,7,5,12
NBA,1989,Indiana Pacers,42,40,82,8962,8949,8,5,13
NBA,1989,New York Knicks,45,37,82,8879,8763,6,9,15
NBA,1989,Orlando Magic,18,64,82,9090,9821,4,7,11
NBA,1989,Philadelphia 76ers,53,29,82,9039,8630,6,6,12
NBA,1989,Sacramento Kings,23,59,82,8341,8756,5,9,14
NBA,1989,San Antonio Spurs,56,26,82,8718,8432,10,3,13
NBA,1989,Washington Wizards,31,51,82,8832,9009,4,12,16
NBA,1989,Brooklyn Nets,17,65,82,8208,8853,3,7,10
NBA,1989,Houston Rockets,41,41,82,8752,8632,3,8,11
NBA,1989,Los Angeles Lakers,63,19,82,9079,8523,6,7,13
NBA,1989,Milwaukee Bucks,44,38,82,8691,8755,8,9,17
NBA,1989,Cleveland Cavaliers,42,40,82,8411,8436,9,3,12
NBA,1989,Minnesota Timberwolves,22,60,82,7803,8150,5,11,16
NBA,1990,Atlanta Hawks,43,39,82,9003,8940,4,7,11
NBA,1990,Boston Celtics,56,26,82,9145,8668,7,3,10
NBA,1990,Charlotte Hornets,26,56,82,8428,8858,3,8,11
NBA,1990,Chicago Bulls,61,21,82,9024,8278,5,6,11
NBA,1990,Denver Nuggets,20,62,82,9828,10723,4,1,5
NBA,1990,Detroit Pistons,50,32,82,8205,7937,6,7,13
NBA,1990,Indiana Pacers,41,41,82,9159,9191,7,8,15
NBA,1990,Los Angeles Clippers,31,51,82,8491,8774,6,10,16
NBA,1990,Miami Heat,24,58,82,8349,8840,5,6,11
NBA,1990,Minnesota Timberwolves,29,53,82,8169,8491,6,8,14
NBA,1990,Portland Trailblazers,63,19,82,9407,8695,6,3,9
NBA,1990,Utah Jazz,54,28,82,8527,8254,8,3,11
NBA,1990,Dallas Mavericks,28,54,82,8195,8570,9,6,15
NBA,1990,Milwaukee Bucks,48,34,82,8727,8524,6,6,12
NBA,1990,New York Knicks,39,43,82,8455,8474,5,9,14
NBA,1990,Oklahoma City Thunder,41,41,82,8744,8643,7,9,16
NBA,1990,Orlando Magic,31,51,82,8684,9010,7,5,12
NBA,1990,Philadelphia 76ers,44,38,82,8641,8656,11,9,20
NBA,1990,Phoenix Suns,55,27,82,9348,8811,4,4,8
NBA,1990,Sacramento Kings,25,57,82,7928,8484,2,6,8
NBA,1990,San Antonio Spurs,55,27,82,8782,8412,7,6,13
NBA,1990,Washington Wizards,30,52,82,8313,8721,9,8,17
NBA,1990,Golden State Warriors,44,38,82,9564,9430,9,7,16
NBA,1990,Houston Rockets,52,30,82,8753,8466,10,8,18
NBA,1990,Los Angeles Lakers,58,24,82,8717,8164,4,3,7
NBA,1990,Cleveland Cavaliers,33,49,82,8343,8545,7,5,12
NBA,1990,Brooklyn Nets,26,56,82,8441,8811,4,7,11
NBA,1991,Boston Celtics,51,31,82,8745,8448,7,2,9
NBA,1991,Chicago Bulls,67,15,82,9011,8155,7,8,15
NBA,1991,Denver Nuggets,24,58,82,8176,8821,4,8,12
NBA,1991,Detroit Pistons,48,34,82,8113,7945,5,5,10
NBA,1991,Houston Rockets,42,40,82,8366,8507,10,5,15
NBA,1991,Indiana Pacers,40,42,82,9197,9042,4,10,14
NBA,1991,Minnesota Timberwolves,15,67,82,8237,8815,4,11,15
NBA,1991,Oklahoma City Thunder,47,35,82,8737,8583,8,6,14
NBA,1991,Orlando Magic,21,61,82,8330,8897,8,3,11
NBA,1991,Portland Trailblazers,57,25,82,9135,8539,3,5,8
NBA,1991,Sacramento Kings,29,53,82,8549,9046,8,9,17
NBA,1991,San Antonio Spurs,47,35,82,8524,8252,5,8,13
NBA,1991,Atlanta Hawks,38,44,82,8711,8834,7,10,17
NBA,1991,Charlotte Hornets,31,51,82,8980,9300,6,9,15
NBA,1991,Dallas Mavericks,22,60,82,8007,8634,8,8,16
NBA,1991,Golden State Warriors,55,27,82,9732,9412,7,6,13
NBA,1991,Los Angeles Clippers,45,37,82,8440,8352,11,4,15
NBA,1991,Miami Heat,38,44,82,8608,8953,6,6,12
NBA,1991,Milwaukee Bucks,31,51,82,8608,8749,6,6,12
NBA,1991,Philadelphia 76ers,35,47,82,8358,8462,8,8,16
NBA,1991,Washington Wizards,25,57,82,8395,8761,3,8,11
NBA,1991,Los Angeles Lakers,43,39,82,8229,8319,12,5,17
NBA,1991,New York Knicks,51,31,82,8328,8009,6,8,14
NBA,1991,Phoenix Suns,53,29,82,9194,8707,4,7,11
NBA,1991,Brooklyn Nets,40,42,82,8641,8780,7,4,11
NBA,1991,Utah Jazz,55,27,82,8877,8353,9,6,15
NBA,1991,Cleveland Cavaliers,57,25,82,8926,8479,11,9,20
NBA,1992,Atlanta Hawks,43,39,82,8814,8885,2,6,8
NBA,1992,Boston Celtics,48,34,82,8502,8429,6,2,8
NBA,1992,Charlotte Hornets,44,38,82,9030,9050,10,5,15
NBA,1992,Cleveland Cavaliers,54,28,82,8832,8303,4,7,11
NBA,1992,Detroit Pistons,40,42,82,8252,8366,9,8,17
NBA,1992,Houston Rockets,55,27,82,8531,8184,6,4,10
NBA,1992,Los Angeles Clippers,41,41,82,8783,8754,5,8,13
NBA,1992,Orlando Magic,41,41,82,8652,8544,7,9,16
NBA,1992,Philadelphia 76ers,26,56,82,8556,9029,5,4,9
NBA,1992,Sacramento Kings,25,57,82,8847,9107,4,8,12
NBA,1992,Utah Jazz,47,35,82,8709,8531,5,4,9
NBA,1992,Chicago Bulls,57,25,82,8625,8109,6,7,13
NBA,1992,Dallas Mavericks,11,71,82,8141,9387,5,1,6
NBA,1992,Denver Nuggets,36,46,82,8626,8769,5,6,11
NBA,1992,Indiana Pacers,41,41,82,8836,8697,6,8,14
NBA,1992,Miami Heat,36,46,82,8495,8589,6,8,14
NBA,1992,Milwaukee Bucks,28,54,82,8392,8698,6,7,13
NBA,1992,Minnesota Timberwolves,19,63,82,8046,8684,7,7,14
NBA,1992,New York Knicks,60,22,82,8328,7823,6,7,13
NBA,1992,Oklahoma City Thunder,55,27,82,8884,8304,5,6,11
NBA,1992,Phoenix Suns,62,20,82,9298,8752,11,6,17
NBA,1992,Washington Wizards,22,60,82,8353,8930,3,10,13
NBA,1992,Los Angeles Lakers,39,43,82,8546,8650,13,6,19
NBA,1992,Portland Trailblazers,51,31,82,8898,8643,6,4,10
NBA,1992,Golden State Warriors,34,48,82,9014,9095,6,10,16
NBA,1992,San Antonio Spurs,49,33,82,8652,8433,7,5,12
NBA,1992,Brooklyn Nets,43,39,82,8431,8328,10,8,18
NBA,1993,Atlanta Hawks,57,25,82,8318,7886,8,5,13
NBA,1993,Boston Celtics,32,50,82,8267,8618,4,7,11
NBA,1993,Charlotte Hornets,41,41,82,8732,8750,8,3,11
NBA,1993,Cleveland Cavaliers,47,35,82,8296,7966,1,10,11
NBA,1993,Detroit Pistons,20,62,82,7949,8587,4,6,10
NBA,1993,Houston Rockets,58,24,82,8292,7938,8,2,10
NBA,1993,Los Angeles Clippers,27,55,82,8447,8916,9,11,20
NBA,1993,Los Angeles Lakers,33,49,82,8233,8585,10,7,17
NBA,1993,Miami Heat,42,40,82,8475,8256,2,6,8
NBA,1993,Philadelphia 76ers,25,57,82,8033,8658,5,7,12
NBA,1993,Sacramento Kings,28,54,82,8291,8764,6,6,12
NBA,1993,San Antonio Spurs,55,27,82,8202,7771,3,6,9
NBA,1993,Utah Jazz,53,29,82,8354,8008,9,6,15
NBA,1993,Chicago Bulls,55,27,82,8033,7780,13,4,17
NBA,1993,Dallas Mavericks,13,69,82,7801,8514,3,8,11
NBA,1993,Indiana Pacers,47,35,82,8280,7997,5,9,14
NBA,1993,Milwaukee Bucks,20,62,82,7949,8480,8,7,15
NBA,1993,Minnesota Timberwolves,20,62,82,7930,8498,6,8,14
NBA,1993,Oklahoma City Thunder,63,19,82,8687,7942,9,5,14
NBA,1993,Orlando Magic,50,32,82,8666,8347,6,6,12
NBA,1993,Washington Wizards,24,58,82,8229,8834,4,5,9
NBA,1993,Denver Nuggets,42,40,82,8221,8099,4,8,12
NBA,1993,Phoenix Suns,56,26,82,8876,8479,8,7,15
NBA,1993,Portland Trailblazers,47,35,82,8795,8579,7,8,15
NBA,1993,Golden State Warriors,50,32,82,8844,8701,11,3,14
NBA,1993,New York Knicks,57,25,82,8076,7503,5,6,11
NBA,1993,Brooklyn Nets,45,37,82,8461,8281,9,9,18
NBA,1994,Atlanta Hawks,42,40,82,7921,7816,7,7,14
NBA,1994,Boston Celtics,35,47,82,8428,8582,9,7,16
NBA,1994,Chicago Bulls,47,35,82,8325,7929,5,10,15
NBA,1994,Denver Nuggets,41,41,82,8309,8240,7,10,17
NBA,1994,Detroit Pistons,28,54,82,8053,8651,5,4,9
NBA,1994,Houston Rockets,47,35,82,8491,8317,5,8,13
NBA,1994,Los Angeles Clippers,17,65,82,7927,8678,4,6,10
NBA,1994,Philadelphia 76ers,24,58,82,7820,8236,3,11,14
NBA,1994,Sacramento Kings,39,43,82,8056,8138,8,7,15
NBA,1994,San Antonio Spurs,62,20,82,8742,8253,15,6,21
NBA,1994,Utah Jazz,60,22,82,8726,8071,6,4,10
NBA,1994,Washington Wizards,21,61,82,8242,8701,7,9,16
NBA,1994,Charlotte Hornets,50,32,82,8249,7980,5,8,13
NBA,1994,Dallas Mavericks,36,46,82,8462,8700,10,9,19
NBA,1994,Indiana Pacers,52,30,82,8136,7833,6,7,13
NBA,1994,Milwaukee Bucks,34,48,82,8146,8504,10,6,16
NBA,1994,Minnesota Timberwolves,21,61,82,7726,8464,7,6,13
NBA,1994,Oklahoma City Thunder,57,25,82,9055,8384,4,5,9
NBA,1994,Orlando Magic,57,25,82,9091,8512,9,9,18
NBA,1994,Portland Trailblazers,44,38,82,8451,8138,4,6,10
NBA,1994,Phoenix Suns,59,23,82,9073,8755,8,2,10
NBA,1994,Cleveland Cavaliers,43,39,82,7417,7366,10,8,18
NBA,1994,Golden State Warriors,26,56,82,8667,9111,5,7,12
NBA,1994,New York Knicks,55,27,82,8054,7799,5,5,10
NBA,1994,Brooklyn Nets,30,52,82,8042,8299,8,9,17
NBA,1994,Los Angeles Lakers,48,34,82,8616,8634,12,3,15
NBA,1994,Miami Heat,32,50,82,8293,8427,3,8,11
NBA,1995,Atlanta Hawks,46,36,82,8059,7959,9,8,17
NBA,1995,Boston Celtics,33,49,82,8495,8774,8,7,15
NBA,1995,Chicago Bulls,72,10,82,8625,7621,5,3,8
NBA,1995,Detroit Pistons,46,36,82,7822,7617,8,10,18
NBA,1995,Houston Rockets,48,34,82,8404,8261,6,9,15
NBA,1995,Los Angeles Clippers,29,53,82,8153,8448,4,3,7
NBA,1995,Los Angeles Lakers,53,29,82,8438,8073,9,9,18
NBA,1995,Orlando Magic,60,22,82,8571,8115,12,5,17
NBA,1995,Philadelphia 76ers,18,64,82,7746,8566,7,6,13
NBA,1995,Portland Trailblazers,44,38,82,8145,7952,7,11,18
NBA,1995,Sacramento Kings,39,43,82,8163,8385,7,5,12
NBA,1995,San Antonio Spurs,59,23,82,8477,7960,9,4,13
NBA,1995,Toronto Raptors,21,61,82,7994,8610,6,9,15
NBA,1995,Utah Jazz,55,27,82,8404,7864,5,6,11
NBA,1995,Charlotte Hornets,41,41,82,8431,8478,6,9,15
NBA,1995,Dallas Mavericks,26,56,82,8409,8811,7,9,16
NBA,1995,Denver Nuggets,35,47,82,8013,8235,5,6,11
NBA,1995,Indiana Pacers,52,30,82,8144,7878,10,8,18
NBA,1995,Miami Heat,42,40,82,7909,7792,6,9,15
NBA,1995,Milwaukee Bucks,25,57,82,7837,8272,3,5,8
NBA,1995,Oklahoma City Thunder,64,18,82,8572,7933,8,8,16
NBA,1995,Washington Wizards,39,43,82,8408,8321,4,8,12
NBA,1995,Memphis Grizzlies,15,67,82,7362,8180,5,3,8
NBA,1995,Phoenix Suns,41,41,82,8552,8525,4,5,9
NBA,1995,Brooklyn Nets,30,52,82,7684,8031,5,6,11
NBA,1995,Cleveland Cavaliers,47,35,82,7473,7261,10,6,16
NBA,1995,Golden State Warriors,36,46,82,8334,8453,8,6,14
NBA,1995,Minnesota Timberwolves,26,56,82,8024,8463,5,9,14
NBA,1995,New York Knicks,47,35,82,7971,7781,4,0,4
NBA,1996,Boston Celtics,15,67,82,8248,8849,3,12,15
NBA,1996,Brooklyn Nets,26,56,82,7974,8348,4,6,10
NBA,1996,Denver Nuggets,21,61,82,8020,8535,8,12,20
NBA,1996,Detroit Pistons,54,28,82,7723,7293,5,4,9
NBA,1996,Golden State Warriors,30,52,82,8171,8557,1,4,5
NBA,1996,Houston Rockets,57,25,82,8248,7881,6,3,9
NBA,1996,Los Angeles Lakers,56,26,82,8200,7850,7,4,11
NBA,1996,Memphis Grizzlies,14,68,82,7313,8152,4,3,7
NBA,1996,Miami Heat,61,21,82,7776,7326,15,4,19
NBA,1996,Minnesota Timberwolves,40,42,82,7882,8003,11,5,16
NBA,1996,Orlando Magic,45,37,82,7719,7748,6,1,7
NBA,1996,Philadelphia 76ers,22,60,82,8215,8751,4,6,10
NBA,1996,Toronto Raptors,30,52,82,7829,8085,7,11,18
NBA,1996,Utah Jazz,64,18,82,8454,7733,3,5,8
NBA,1996,Atlanta Hawks,56,26,82,7774,7328,5,3,8
NBA,1996,Charlotte Hornets,54,28,82,8108,7955,8,5,13
NBA,1996,Chicago Bulls,69,13,82,8458,7572,9,4,13
NBA,1996,Dallas Mavericks,24,58,82,7431,7952,7,9,16
NBA,1996,Indiana Pacers,39,43,82,7819,7739,8,9,17
NBA,1996,Los Angeles Clippers,36,46,82,7969,8162,7,4,11
NBA,1996,Milwaukee Bucks,33,49,82,7818,7973,6,7,13
NBA,1996,Oklahoma City Thunder,57,25,82,8274,7644,4,9,13
NBA,1996,Phoenix Suns,40,42,82,8431,8377,5,11,16
NBA,1996,Washington Wizards,44,38,82,8147,8014,4,10,14
