league,season,team,wins,losses,games,scored,allowed,close_wins,close_losses,close_games
MLB,1927,Los Angeles Dodgers,65,88,153,541,619,28,32,60
MLB,1927,St. Louis Cardinals,92,61,153,754,665,22,18,40
MLB,1927,San Francisco Giants,92,62,154,817,720,31,16,47
MLB,1927,Oakland Athletics,91,63,154,832,717,25,16,41
MLB,1927,Detroit Tigers,82,71,153,831,791,23,22,45
MLB,1927,Chicago White Sox,70,83,153,662,708,17,31,48
MLB,1927,Pittsburgh Pirates,94,60,154,811,653,33,29,62
MLB,1927,Boston Red Sox,51,103,154,597,856,24,27,51
MLB,1928,Minnesota Twins,75,79,154,718,705,19,25,44
MLB,1928,St. Louis Cardinals,95,59,154,807,636,29,23,52
MLB,1928,San Francisco Giants,93,61,154,805,651,32,22,54
MLB,1928,Oakland Athletics,98,55,153,829,615,30,13,43
MLB,1928,Los Angeles Dodgers,77,76,153,663,638,24,34,58
MLB,1928,Detroit Tigers,68,86,154,744,804,20,24,44
MLB,1928,Cincinnati Reds,78,74,152,648,686,34,18,52
MLB,1928,Chicago White Sox,72,82,154,655,724,26,18,44
MLB,1928,Boston Red Sox,57,96,153,589,770,18,32,50
MLB,1928,Cleveland Guardians,62,92,154,673,829,23,27,50
MLB,1928,Chicago Cubs,91,63,154,714,615,27,19,46
MLB,1928,Baltimore Orioles,82,72,154,772,742,18,20,38
MLB,1928,Pittsburgh Pirates,85,67,152,837,704,25,24,49
MLB,1928,Philadelphia Phillies,43,109,152,660,957,16,35,51
MLB,1928,New York Yankees,101,53,154,894,685,19,14,33
MLB,1928,Atlanta Braves,50,103,153,631,878,14,26,40
MLB,1929,Cleveland Guardians,81,71,152,717,736,25,21,46
MLB,1929,Cincinnati Reds,66,88,154,682,756,21,24,45
MLB,1929,Chicago Cubs,98,54,152,961,737,21,20,41
MLB,1929,Baltimore Orioles,79,73,152,725,705,21,23,44
MLB,1929,Minnesota Twins,71,81,152,727,773,25,26,51
MLB,1929,Philadelphia Phillies,71,82,153,897,1032,20,18,38
MLB,1929,New York Yankees,88,66,154,899,775,22,14,36
MLB,1929,Atlanta Braves,56,98,154,657,876,23,28,51
MLB,1929,Los Angeles Dodgers,70,83,153,755,888,26,17,43
MLB,1929,San Francisco Giants,84,67,151,891,703,15,28,43
MLB,1929,Oakland Athletics,104,46,150,893,607,24,14,38
MLB,1929,Boston Red Sox,58,96,154,605,803,21,28,49
MLB,1929,Pittsburgh Pirates,88,65,153,900,776,24,18,42
MLB,1929,Detroit Tigers,70,84,154,923,925,23,29,52
MLB,1929,Chicago White Sox,59,93,152,627,792,20,26,46
MLB,1929,St. Louis Cardinals,78,74,152,816,791,21,18,39
MLB,1930,Minnesota Twins,94,60,154,892,689,23,21,44
MLB,1930,St. Louis Cardinals,92,62,154,1004,784,23,31,54
MLB,1930,San Francisco Giants,87,67,154,959,814,20,23,43
MLB,1930,Oakland Athletics,102,52,154,951,751,25,14,39
MLB,1930,Los Angeles Dodgers,86,68,154,871,738,18,23,41
MLB,1930,Detroit Tigers,75,79,154,783,833,26,20,46
MLB,1930,Cincinnati Reds,59,95,154,665,857,26,28,54
MLB,1930,Boston Red Sox,52,102,154,612,814,17,36,53
MLB,1930,Chicago White Sox,62,92,154,729,884,23,20,43
MLB,1930,Philadelphia Phillies,52,102,154,935,1190,18,28,46
MLB,1930,New York Yankees,86,68,154,1062,898,17,24,41
MLB,1930,Cleveland Guardians,81,73,154,890,915,21,18,39
MLB,1930,Chicago Cubs,90,64,154,989,861,27,20,47
MLB,1930,Baltimore Orioles,64,90,154,751,886,24,23,47
MLB,1930,Pittsburgh Pirates,80,74,154,891,928,24,15,39
MLB,1930,Atlanta Braves,70,84,154,693,835,34,22,56
MLB,1931,Philadelphia Phillies,66,88,154,677,821,22,18,40
MLB,1931,New York Yankees,94,59,153,1047,740,19,20,39
MLB,1931,Minnesota Twins,92,62,154,836,683,26,18,44
MLB,1931,Cleveland Guardians,78,76,154,881,829,15,17,32
MLB,1931,Cincinnati Reds,58,96,154,592,742,19,24,43
MLB,1931,Chicago Cubs,84,70,154,821,703,24,28,52
MLB,1931,Baltimore Orioles,63,91,154,721,870,19,25,44
MLB,1931,Atlanta Braves,64,90,154,528,675,23,27,50
MLB,1931,Los Angeles Dodgers,79,73,152,678,670,26,20,46
MLB,1931,St. Louis Cardinals,101,53,154,815,614,29,16,45
MLB,1931,San Francisco Giants,87,65,152,761,592,18,27,45
MLB,1931,Oakland Athletics,107,45,152,858,626,19,14,33
MLB,1931,Chicago White Sox,56,97,153,685,920,20,22,42
MLB,1931,Boston Red Sox,62,90,152,623,798,26,25,51
MLB,1931,Detroit Tigers,61,93,154,651,836,22,25,47
MLB,1931,Pittsburgh Pirates,75,79,154,631,686,24,25,49
MLB,1932,Minnesota Twins,93,61,154,840,716,27,23,50
MLB,1932,St. Louis Cardinals,72,82,154,679,712,23,22,45
MLB,1932,San Francisco Giants,72,82,154,755,706,18,31,49
MLB,1932,Oakland Athletics,94,60,154,981,752,25,22,47
MLB,1932,Los Angeles Dodgers,81,73,154,752,747,25,16,41
MLB,1932,Cincinnati Reds,60,94,154,572,712,19,34,53
MLB,1932,Chicago White Sox,49,102,151,662,892,18,25,43
MLB,1932,Detroit Tigers,76,75,151,789,774,26,27,53
MLB,1932,Boston Red Sox,43,111,154,566,915,18,28,46
MLB,1932,Pittsburgh Pirates,86,68,154,701,711,32,19,51
MLB,1932,Philadelphia Phillies,78,76,154,844,796,20,25,45
MLB,1932,New York Yankees,107,47,154,989,714,32,19,51
MLB,1932,Cleveland Guardians,87,65,152,840,742,23,26,49
MLB,1932,Chicago Cubs,90,64,154,720,633,26,23,49
MLB,1932,Baltimore Orioles,63,91,154,736,898,24,23,47
MLB,1932,Atlanta Braves,77,77,154,647,653,31,24,55
MLB,1933,Minnesota Twins,99,53,152,837,652,36,17,53
MLB,1933,Detroit Tigers,75,79,154,717,728,25,30,55
MLB,1933,Cincinnati Reds,58,94,152,495,642,24,33,57
MLB,1933,Chicago Cubs,86,68,154,646,536,18,24,42
MLB,1933,Baltimore Orioles,55,96,151,658,809,20,27,47
MLB,1933,Philadelphia Phillies,60,92,152,607,760,26,20,46
MLB,1933,New York Yankees,91,59,150,918,759,23,24,47
MLB,1933,Atlanta Braves,83,71,154,546,525,26,29,55
MLB,1933,Chicago White Sox,67,83,150,680,811,21,13,34
MLB,1933,St. Louis Cardinals,82,71,153,682,604,29,24,53
MLB,1933,San Francisco Giants,91,61,152,623,502,28,18,46
MLB,1933,Oakland Athletics,79,72,151,862,840,20,21,41
MLB,1933,Los Angeles Dodgers,65,88,153,610,688,18,26,44
MLB,1933,Cleveland Guardians,75,76,151,654,669,29,23,52
MLB,1933,Pittsburgh Pirates,87,67,154,667,619,30,25,55
MLB,1933,Boston Red Sox,63,86,149,700,758,14,33,47
MLB,1934,St. Louis Cardinals,95,58,153,797,654,16,15,31
MLB,1934,San Francisco Giants,93,60,153,760,583,23,24,47
MLB,1934,Oakland Athletics,68,82,150,755,829,25,32,57
MLB,1934,Los Angeles Dodgers,71,81,152,747,794,16,21,37
MLB,1934,Cleveland Guardians,85,69,154,814,763,23,17,40
MLB,1934,Cincinnati Reds,52,99,151,588,799,21,24,45
MLB,1934,Chicago White Sox,53,99,152,703,945,20,32,52
MLB,1934,Boston Red Sox,76,76,152,816,771,22,32,54
MLB,1934,Pittsburgh Pirates,74,76,150,727,705,19,23,42
MLB,1934,Philadelphia Phillies,56,93,149,675,794,22,23,45
MLB,1934,New York Yankees,94,60,154,842,669,26,14,40
MLB,1934,Minnesota Twins,66,86,152,719,796,20,25,45
MLB,1934,Detroit Tigers,101,53,154,958,708,26,18,44
MLB,1934,Chicago Cubs,86,65,151,697,631,22,16,38
MLB,1934,Baltimore Orioles,67,85,152,670,796,31,23,54
MLB,1934,Atlanta Braves,78,73,151,682,713,23,16,39
MLB,1935,Philadelphia Phillies,64,89,153,672,858,23,20,43
MLB,1935,New York Yankees,89,60,149,818,632,15,29,44
MLB,1935,Cincinnati Reds,68,85,153,644,770,21,15,36
MLB,1935,Chicago Cubs,100,54,154,847,597,25,23,48
MLB,1935,Baltimore Orioles,65,87,152,700,912,21,16,37
MLB,1935,Atlanta Braves,38,115,153,575,852,7,31,38
MLB,1935,Pittsburgh Pirates,86,67,153,743,647,23,17,40
MLB,1935,Minnesota Twins,67,86,153,819,899,20,28,48
MLB,1935,Detroit Tigers,93,58,151,915,661,19,27,46
MLB,1935,St. Louis Cardinals,96,58,154,829,625,23,22,45
MLB,1935,San Francisco Giants,91,62,153,759,664,23,11,34
MLB,1935,Oakland Athletics,58,91,149,710,869,19,16,35
MLB,1935,Los Angeles Dodgers,70,83,153,707,763,15,21,36
MLB,1935,Cleveland Guardians,82,71,153,763,726,22,16,38
MLB,1935,Chicago White Sox,74,78,152,731,743,24,19,43
MLB,1935,Boston Red Sox,78,75,153,716,730,28,17,45
MLB,1936,St. Louis Cardinals,87,67,154,789,788,26,22,48
MLB,1936,San Francisco Giants,92,62,154,742,621,33,22,55
MLB,1936,Philadelphia Phillies,54,100,154,726,874,12,34,46
MLB,1936,Minnesota Twins,82,71,153,889,799,18,23,41
MLB,1936,Cleveland Guardians,80,74,154,904,845,16,13,29
MLB,1936,Cincinnati Reds,74,80,154,722,760,28,24,52
MLB,1936,Chicago White Sox,81,70,151,903,856,17,14,31
MLB,1936,Boston Red Sox,74,80,154,768,757,19,24,43
MLB,1936,Oakland Athletics,53,100,153,710,1041,18,23,41
MLB,1936,New York Yankees,102,51,153,1054,720,22,17,39
MLB,1936,Los Angeles Dodgers,67,87,154,654,744,23,25,48
MLB,1936,Detroit Tigers,83,71,154,921,871,20,16,36
MLB,1936,Chicago Cubs,87,67,154,755,603,26,24,50
MLB,1936,Baltimore Orioles,57,95,152,786,1046,11,11,22
MLB,1936,Atlanta Braves,71,83,154,617,701,30,22,52
MLB,1936,Pittsburgh Pirates,84,70,154,792,706,24,29,53
MLB,1937,Atlanta Braves,79,73,152,579,556,22,14,36
MLB,1937,Minnesota Twins,73,80,153,735,819,29,21,50
MLB,1937,Oakland Athletics,54,97,151,684,839,22,27,49
MLB,1937,New York Yankees,102,52,154,959,652,23,20,43
MLB,1937,Los Angeles Dodgers,62,91,153,608,764,18,21,39
MLB,1937,Detroit Tigers,89,65,154,933,839,30,26,56
MLB,1937,Cincinnati Reds,56,98,154,611,705,14,36,50
MLB,1937,Chicago Cubs,93,61,154,811,682,20,20,40
MLB,1937,Baltimore Orioles,46,108,154,704,1012,10,31,41
MLB,1937,St. Louis Cardinals,80,73,153,770,714,22,19,41
MLB,1937,San Francisco Giants,95,57,152,732,602,29,18,47
MLB,1937,Pittsburgh Pirates,86,68,154,704,647,29,18,47
MLB,1937,Philadelphia Phillies,61,91,152,712,857,15,23,38
MLB,1937,Cleveland Guardians,83,71,154,808,758,29,21,50
MLB,1937,Chicago White Sox,86,68,154,780,730,29,24,53
MLB,1937,Boston Red Sox,80,72,152,817,771,21,23,44
MLB,1938,Minnesota Twins,75,76,151,810,869,20,20,40
MLB,1938,Boston Red Sox,88,61,149,900,749,23,15,38
MLB,1938,St. Louis Cardinals,71,80,151,705,702,26,33,59
MLB,1938,San Francisco Giants,83,67,150,696,628,24,16,40
MLB,1938,Philadelphia Phillies,45,105,150,549,839,22,30,52
MLB,1938,Cleveland Guardians,86,66,152,846,781,27,22,49
MLB,1938,Cincinnati Reds,82,68,150,716,627,16,28,44
MLB,1938,Chicago White Sox,65,83,148,706,749,21,25,46
MLB,1938,Pittsburgh Pirates,86,64,150,699,622,32,20,52
MLB,1938,New York Yankees,99,53,152,951,695,16,15,31
MLB,1938,Los Angeles Dodgers,69,80,149,700,706,16,24,40
MLB,1938,Detroit Tigers,84,70,154,859,792,20,23,43
MLB,1938,Chicago Cubs,89,63,152,703,587,23,19,42
MLB,1938,Baltimore Orioles,55,97,152,741,948,18,21,39
MLB,1938,Oakland Athletics,53,99,152,724,954,14,18,32
MLB,1938,Atlanta Braves,77,75,152,558,615,34,23,57
MLB,1939,Cincinnati Reds,97,57,154,758,586,21,25,46
MLB,1939,Pittsburgh Pirates,68,85,153,666,721,19,24,43
MLB,1939,Los Angeles Dodgers,84,69,153,692,629,23,18,41
MLB,1939,Detroit Tigers,81,73,154,844,757,19,24,43
MLB,1939,Atlanta Braves,63,88,151,570,657,21,31,52
MLB,1939,Oakland Athletics,55,97,152,706,1017,18,16,34
MLB,1939,New York Yankees,106,45,151,962,551,22,15,37
MLB,1939,St. Louis Cardinals,92,61,153,770,624,27,15,42
MLB,1939,San Francisco Giants,77,74,151,703,685,20,23,43
MLB,1939,Minnesota Twins,65,87,152,700,794,20,28,48
MLB,1939,Cleveland Guardians,87,67,154,797,700,26,23,49
MLB,1939,Boston Red Sox,89,62,151,885,790,24,16,40
MLB,1939,Philadelphia Phillies,45,106,151,551,854,25,25,50
MLB,1939,Chicago White Sox,85,69,154,752,735,26,20,46
MLB,1939,Chicago Cubs,84,70,154,712,666,24,19,43
MLB,1939,Baltimore Orioles,43,111,154,723,1025,13,26,39
MLB,1940,St. Louis Cardinals,84,69,153,731,683,25,17,42
MLB,1940,San Francisco Giants,72,80,152,663,659,19,22,41
MLB,1940,Oakland Athletics,54,100,154,703,932,15,29,44
MLB,1940,Minnesota Twins,64,90,154,665,811,28,29,57
MLB,1940,Detroit Tigers,90,64,154,879,708,23,19,42
MLB,1940,Cincinnati Reds,100,53,153,698,519,41,17,58
MLB,1940,Chicago White Sox,82,72,154,734,672,31,32,63
MLB,1940,Atlanta Braves,65,87,152,623,745,17,21,38
MLB,1940,Boston Red Sox,82,72,154,872,825,26,19,45
MLB,1940,New York Yankees,88,66,154,817,670,22,23,45
MLB,1940,Los Angeles Dodgers,88,65,153,689,613,21,23,44
MLB,1940,Cleveland Guardians,89,65,154,708,635,25,20,45
MLB,1940,Chicago Cubs,75,79,154,681,636,24,31,55
MLB,1940,Baltimore Orioles,67,87,154,746,871,22,21,43
MLB,1940,Pittsburgh Pirates,78,76,154,800,774,22,23,45
MLB,1940,Philadelphia Phillies,50,103,153,494,750,12,27,39
MLB,1941,Minnesota Twins,71,83,154,723,793,23,21,44
MLB,1941,Philadelphia Phillies,43,111,154,499,791,16,28,44
MLB,1941,New York Yankees,101,53,154,819,620,23,15,38
MLB,1941,Los Angeles Dodgers,100,54,154,787,568,28,16,44
MLB,1941,Cleveland Guardians,75,79,154,674,665,22,26,48
MLB,1941,Cincinnati Reds,88,66,154,616,564,27,20,47
MLB,1941,Chicago Cubs,70,84,154,664,668,19,25,44
MLB,1941,Boston Red Sox,83,71,154,856,741,19,19,38
MLB,1941,Baltimore Orioles,70,84,154,753,811,17,23,40
MLB,1941,St. Louis Cardinals,97,56,153,726,581,31,22,53
MLB,1941,San Francisco Giants,74,79,153,657,696,19,30,49
MLB,1941,Pittsburgh Pirates,81,73,154,681,634,27,23,50
MLB,1941,Oakland Athletics,64,90,154,713,840,20,29,49
MLB,1941,Detroit Tigers,75,79,154,685,742,20,21,41
MLB,1941,Chicago White Sox,77,77,154,631,642,27,17,44
MLB,1941,Atlanta Braves,62,92,154,586,714,19,22,41
MLB,1942,St. Louis Cardinals,106,48,154,746,471,25,24,49
MLB,1942,San Francisco Giants,86,66,152,669,594,21,18,39
MLB,1942,Philadelphia Phillies,42,109,151,394,706,23,29,52
MLB,1942,Minnesota Twins,62,89,151,653,817,24,21,45
MLB,1942,Detroit Tigers,73,81,154,586,584,20,30,50
MLB,1942,Cincinnati Reds,76,76,152,524,542,24,25,49
MLB,1942,Chicago White Sox,66,82,148,538,609,19,31,50
MLB,1942,Boston Red Sox,93,59,152,761,594,30,23,53
MLB,1942,Pittsburgh Pirates,66,81,147,571,617,20,21,41
MLB,1942,Oakland Athletics,55,99,154,549,801,29,26,55
MLB,1942,New York Yankees,103,51,154,801,507,22,22,44
MLB,1942,Los Angeles Dodgers,104,50,154,741,511,27,17,44
MLB,1942,Cleveland Guardians,75,79,154,587,656,30,17,47
MLB,1942,Chicago Cubs,68,86,154,586,660,21,24,45
MLB,1942,Baltimore Orioles,82,69,151,730,637,22,26,48
MLB,1942,Atlanta Braves,58,90,148,513,643,24,27,51
MLB,1943,Minnesota Twins,84,69,153,666,595,23,25,48
MLB,1943,Cleveland Guardians,82,71,153,600,577,29,28,57
MLB,1943,Cincinnati Reds,87,67,154,608,543,28,25,53
MLB,1943,Chicago Cubs,74,79,153,629,596,24,31,55
MLB,1943,Baltimore Orioles,72,80,152,593,601,22,32,54
MLB,1943,Oakland Athletics,49,105,154,494,714,19,35,54
MLB,1943,New York Yankees,98,56,154,667,540,38,23,61
MLB,1943,Los Angeles Dodgers,81,72,153,716,675,23,25,48
MLB,1943,Atlanta Braves,68,85,153,465,612,34,25,59
MLB,1943,St. Louis Cardinals,105,49,154,671,467,35,27,62
MLB,1943,San Francisco Giants,55,98,153,551,706,23,32,55
MLB,1943,Pittsburgh Pirates,80,74,154,659,595,27,25,52
MLB,1943,Philadelphia Phillies,64,90,154,563,668,25,29,54
MLB,1943,Chicago White Sox,82,72,154,570,591,31,16,47
MLB,1943,Boston Red Sox,68,84,152,555,599,29,30,59
MLB,1943,Detroit Tigers,78,76,154,629,557,26,28,54
MLB,1944,St. Louis Cardinals,105,49,154,761,479,24,20,44
MLB,1944,San Francisco Giants,67,87,154,681,772,21,21,42
MLB,1944,Philadelphia Phillies,61,92,153,537,656,25,35,60
MLB,1944,Minnesota Twins,64,90,154,592,664,17,33,50
MLB,1944,Detroit Tigers,88,66,154,654,577,27,15,42
MLB,1944,Cincinnati Reds,89,65,154,567,531,37,26,63
MLB,1944,Boston Red Sox,77,77,154,735,672,21,25,46
MLB,1944,Chicago White Sox,71,83,154,543,662,28,22,50
MLB,1944,Pittsburgh Pirates,90,63,153,729,647,31,20,51
MLB,1944,Los Angeles Dodgers,63,91,154,682,824,25,22,47
MLB,1944,Cleveland Guardians,72,82,154,642,676,31,23,54
MLB,1944,Chicago Cubs,75,79,154,685,652,22,29,51
MLB,1944,Baltimore Orioles,89,65,154,684,587,20,24,44
MLB,1944,Oakland Athletics,72,82,154,524,593,24,29,53
MLB,1944,New York Yankees,83,71,154,674,617,24,21,45
MLB,1944,Atlanta Braves,65,89,154,591,672,22,34,56
MLB,1945,Oakland Athletics,52,98,150,491,635,22,38,60
MLB,1945,New York Yankees,81,71,152,676,606,23,22,45
MLB,1945,Los Angeles Dodgers,87,67,154,793,722,22,22,44
MLB,1945,Cleveland Guardians,73,72,145,551,542,23,27,50
MLB,1945,Cincinnati Reds,61,93,154,536,694,28,23,51
MLB,1945,Chicago Cubs,98,56,154,733,530,24,21,45
MLB,1945,Baltimore Orioles,81,70,151,594,545,29,26,55
MLB,1945,Atlanta Braves,67,85,152,718,725,20,33,53
MLB,1945,San Francisco Giants,78,74,152,665,698,28,23,51
MLB,1945,Pittsburgh Pirates,82,72,154,745,678,24,20,44
MLB,1945,Philadelphia Phillies,46,108,154,548,865,20,25,45
MLB,1945,Minnesota Twins,87,67,154,617,557,28,20,48
MLB,1945,Detroit Tigers,88,65,153,629,561,30,23,53
MLB,1945,Chicago White Sox,71,78,149,592,629,23,25,48
MLB,1945,Boston Red Sox,71,83,154,590,665,23,20,43
MLB,1945,St. Louis Cardinals,95,59,154,748,574,23,22,45
MLB,1946,St. Louis Cardinals,96,58,154,700,539,34,19,53
MLB,1946,San Francisco Giants,61,93,154,612,685,23,38,61
MLB,1946,Oakland Athletics,49,105,154,524,675,13,29,42
MLB,1946,Minnesota Twins,76,78,154,603,701,27,14,41
MLB,1946,Detroit Tigers,92,62,154,699,562,24,25,49
MLB,1946,Cincinnati Reds,67,87,154,520,567,28,41,69
MLB,1946,Chicago White Sox,74,80,154,557,590,26,26,52
MLB,1946,Atlanta Braves,81,72,153,627,589,27,18,45
MLB,1946,Los Angeles Dodgers,96,58,154,695,558,32,23,55
MLB,1946,New York Yankees,87,67,154,684,547,15,22,37
MLB,1946,Pittsburgh Pirates,63,91,154,548,664,25,32,57
MLB,1946,Philadelphia Phillies,69,85,154,557,702,25,25,50
MLB,1946,Cleveland Guardians,68,86,154,530,631,25,25,50
MLB,1946,Chicago Cubs,82,71,153,619,574,29,27,56
MLB,1946,Boston Red Sox,104,50,154,779,581,27,17,44
MLB,1946,Baltimore Orioles,66,88,154,611,700,25,24,49
MLB,1947,Philadelphia Phillies,62,92,154,588,686,19,29,48
MLB,1947,New York Yankees,97,57,154,792,566,22,29,51
MLB,1947,Los Angeles Dodgers,94,60,154,771,664,24,19,43
MLB,1947,Cleveland Guardians,80,74,154,674,575,25,25,50
MLB,1947,Cincinnati Reds,73,81,154,681,755,21,20,41
MLB,1947,Chicago Cubs,69,85,154,568,721,25,17,42
MLB,1947,Boston Red Sox,83,71,154,711,660,28,20,48
MLB,1947,Baltimore Orioles,59,95,154,564,744,25,25,50
MLB,1947,St. Louis Cardinals,89,65,154,774,628,19,19,38
MLB,1947,San Francisco Giants,81,73,154,824,755,19,24,43
MLB,1947,Pittsburgh Pirates,62,92,154,736,808,21,23,44
MLB,1947,Oakland Athletics,78,76,154,623,604,17,29,46
MLB,1947,Minnesota Twins,64,90,154,496,675,23,27,50
MLB,1947,Detroit Tigers,85,69,154,701,629,27,20,47
MLB,1947,Chicago White Sox,70,84,154,552,660,29,21,50
MLB,1947,Atlanta Braves,86,68,154,701,626,23,20,43
MLB,1948,Boston Red Sox,96,58,154,904,712,21,16,37
MLB,1948,Minnesota Twins,56,97,153,575,793,25,22,47
MLB,1948,Cincinnati Reds,64,89,153,588,751,23,24,47
MLB,1948,St. Louis Cardinals,85,69,154,741,645,18,24,42
MLB,1948,San Francisco Giants,78,76,154,776,699,17,26,43
MLB,1948,Pittsburgh Pirates,83,71,154,704,699,26,21,47
MLB,1948,Philadelphia Phillies,66,88,154,590,727,19,24,43
MLB,1948,Cleveland Guardians,96,58,154,829,562,10,20,30
MLB,1948,Chicago White Sox,51,101,152,554,809,22,22,44
MLB,1948,Oakland Athletics,84,70,154,729,735,23,15,38
MLB,1948,New York Yankees,94,60,154,857,633,19,17,36
MLB,1948,Los Angeles Dodgers,84,70,154,740,665,27,18,45
MLB,1948,Detroit Tigers,78,76,154,700,726,22,23,45
MLB,1948,Chicago Cubs,64,90,154,596,704,19,20,39
MLB,1948,Atlanta Braves,91,62,153,738,583,28,20,48
MLB,1948,Baltimore Orioles,59,94,153,666,844,21,28,49
MLB,1949,Minnesota Twins,50,104,154,584,868,24,26,50
MLB,1949,Atlanta Braves,75,79,154,692,705,25,26,51
MLB,1949,Oakland Athletics,81,73,154,726,725,21,21,42
MLB,1949,New York Yankees,97,57,154,827,635,28,21,49
MLB,1949,Los Angeles Dodgers,97,57,154,872,644,16,12,28
MLB,1949,Detroit Tigers,87,67,154,737,641,29,20,49
MLB,1949,Cincinnati Reds,62,92,154,617,760,21,25,46
MLB,1949,Chicago Cubs,61,93,154,593,773,18,24,42
MLB,1949,Baltimore Orioles,53,101,154,665,911,16,25,41
MLB,1949,St. Louis Cardinals,96,58,154,750,600,23,14,37
MLB,1949,Pittsburgh Pirates,71,83,154,681,760,27,24,51
MLB,1949,Cleveland Guardians,89,65,154,675,574,28,22,50
MLB,1949,Chicago White Sox,63,91,154,648,737,20,29,49
MLB,1949,Boston Red Sox,96,58,154,882,653,19,21,40
MLB,1949,San Francisco Giants,73,81,154,723,680,12,20,32
MLB,1949,Philadelphia Phillies,81,73,154,662,668,28,25,53
MLB,1950,St. Louis Cardinals,78,75,153,693,670,23,29,52
MLB,1950,San Francisco Giants,86,68,154,735,643,26,17,43
MLB,1950,Philadelphia Phillies,91,63,154,708,610,30,16,46
MLB,1950,Minnesota Twins,67,87,154,687,810,23,24,47
MLB,1950,Cleveland Guardians,92,62,154,793,641,29,20,49
MLB,1950,Cincinnati Reds,66,87,153,654,734,16,30,46
MLB,1950,Chicago White Sox,60,94,154,617,741,20,32,52
MLB,1950,Boston Red Sox,94,60,154,1027,804,21,11,32
MLB,1950,Pittsburgh Pirates,57,96,153,673,849,21,22,43
MLB,1950,Oakland Athletics,52,102,154,670,913,21,30,51
MLB,1950,New York Yankees,98,56,154,911,688,22,19,41
MLB,1950,Los Angeles Dodgers,89,65,154,839,716,23,21,44
MLB,1950,Detroit Tigers,95,59,154,816,692,20,20,40
MLB,1950,Chicago Cubs,64,89,153,639,768,21,22,43
MLB,1950,Baltimore Orioles,58,96,154,684,916,22,22,44
MLB,1950,Atlanta Braves,83,71,154,775,726,18,21,39
MLB,1951,Cincinnati Reds,68,86,154,558,666,28,25,53
MLB,1951,Pittsburgh Pirates,64,90,154,688,844,20,26,46
MLB,1951,Oakland Athletics,70,84,154,736,745,17,18,35
MLB,1951,New York Yankees,98,56,154,798,621,18,16,34
MLB,1951,Los Angeles Dodgers,96,58,154,835,659,31,22,53
MLB,1951,Detroit Tigers,73,81,154,685,741,25,21,46
MLB,1951,Chicago Cubs,62,92,154,608,744,22,31,53
MLB,1951,Baltimore Orioles,52,102,154,611,882,15,24,39
MLB,1951,Atlanta Braves,76,78,154,718,657,23,29,52
MLB,1951,Minnesota Twins,62,92,154,672,764,15,24,39
MLB,1951,St. Louis Cardinals,81,73,154,677,665,28,26,54
MLB,1951,San Francisco Giants,96,58,154,773,626,33,21,54
MLB,1951,Philadelphia Phillies,73,81,154,648,644,24,29,53
MLB,1951,Cleveland Guardians,93,61,154,692,590,27,19,46
MLB,1951,Chicago White Sox,81,73,154,710,640,26,26,52
MLB,1951,Boston Red Sox,87,67,154,804,725,22,17,39
MLB,1952,St. Louis Cardinals,88,66,154,677,630,33,19,52
MLB,1952,Minnesota Twins,78,76,154,589,599,31,27,58
MLB,1952,Detroit Tigers,50,104,154,550,731,16,35,51
MLB,1952,Cincinnati Reds,69,85,154,615,659,27,24,51
